Train Loss,Valid Loss,Train precision,Valid precision,Train accuracy,Valid accuracy,Train f1_score,Valid f1_score,Train recall,Valid recall
0.02110473745971085,0.009032030481196392,0.5571677307022634,0.7344632768361582,0.7917313664596274,0.9084380610412927,0.6414968259271634,0.8360128617363344,0.7559055118110236,0.9701492537313433
0.008710967061205287,0.0051763932717231705,0.8756674294431731,0.9618320610687023,0.9446816770186336,0.9766606822262118,0.8895776830685781,0.9509433962264151,0.9039370078740158,0.9402985074626866
0.0059012600201939856,0.0029768781682988042,0.9083269671504965,0.9692307692307692,0.9609860248447205,0.9784560143626571,0.922062815044591,0.9545454545454546,0.9362204724409449,0.9402985074626866
0.0031448682851569513,0.00620834310447105,0.9556765163297045,0.9920634920634921,0.9809782608695652,0.9820466786355476,0.9616588419405321,0.9615384615384616,0.9677165354330709,0.9328358208955224
0.002306780077639775,0.007704733342560981,0.9672131147540983,0.991869918699187,0.9858307453416149,0.9766606822262118,0.9713837710701686,0.9494163424124513,0.9755905511811024,0.9104477611940298
0.0018732898666339736,0.0048814690947746675,0.9780392156862745,0.8958333333333334,0.9901009316770186,0.9640933572710951,0.9799607072691552,0.9280575539568345,0.9818897637795275,0.9626865671641791
0.0014922583920136936,0.0016154597137274665,0.9880952380952381,0.9637681159420289,0.9922360248447205,0.9892280071813285,0.9841897233201581,0.9779411764705882,0.9803149606299213,0.9925373134328358
0.0014413728072241662,0.006235890491753549,0.9857932123125493,0.8072289156626506,0.9924301242236024,0.9425493716337523,0.984627512810406,0.8933333333333333,0.9834645669291339,1.0
0.001710755728426241,0.0049632546965106385,0.9834645669291339,0.9103448275862069,0.9918478260869565,0.9730700179533214,0.9834645669291339,0.946236559139785,0.9834645669291339,0.9850746268656716
0.0011406306189799577,0.002732842771620264,0.988976377952756,0.9847328244274809,0.9945652173913043,0.9874326750448833,0.988976377952756,0.9735849056603774,0.988976377952756,0.9626865671641791
0.0003903547820498868,0.0008333295744192416,0.9976303317535545,0.9924812030075187,0.9980590062111802,0.9946140035906643,0.9960567823343849,0.9887640449438202,0.9944881889763779,0.9850746268656716
0.00021928962988915362,0.0028642949990214744,0.9968503937007874,0.9923664122137404,0.9984472049689441,0.9910233393177738,0.9968503937007874,0.9811320754716981,0.9968503937007874,0.9701492537313433
0.00017651243626460377,0.0019724692231336202,0.9976377952755906,0.9924242424242424,0.9988354037267081,0.992818671454219,0.9976377952755906,0.9849624060150376,0.9976377952755906,0.9776119402985075
9.245817932585046e-05,0.0023554329801076202,1.0,0.9924242424242424,0.999805900621118,0.992818671454219,0.9996061441512406,0.9849624060150376,0.9992125984251968,0.9776119402985075
0.00010534170632564186,0.0021735622824863173,0.998426435877262,0.9924242424242424,0.999417701863354,0.992818671454219,0.9988193624557261,0.9849624060150376,0.9992125984251968,0.9776119402985075
0.00016958527415299055,0.0020265041678562143,0.9960753532182104,0.9924812030075187,0.9988354037267081,0.9946140035906643,0.9976415094339622,0.9887640449438202,0.9992125984251968,0.9850746268656716
9.567601784096096e-05,0.004761101664191768,0.9976415094339622,0.9922480620155039,0.9992236024844721,0.9874326750448833,0.998426435877262,0.973384030418251,0.9992125984251968,0.9552238805970149
0.00029972138448295326,0.005071794301886855,0.9968553459119497,1.0,0.9988354037267081,0.9892280071813285,0.997639653815893,0.9770992366412213,0.9984251968503937,0.9552238805970149
0.00011523756831232294,0.0011682050489466266,0.9968578161822467,0.9637681159420289,0.99902950310559,0.9892280071813285,0.9980338183248132,0.9779411764705882,0.9992125984251968,0.9925373134328358
0.00022007391483558415,0.0015619233386810322,0.998422712933754,0.9851851851851852,0.9988354037267081,0.9946140035906643,0.9976359338061466,0.9888475836431226,0.9968503937007874,0.9925373134328358
0.00022408621613488895,0.0017783269151601102,0.997639653815893,0.9924812030075187,0.99902950310559,0.9946140035906643,0.9980322707595435,0.9887640449438202,0.9984251968503937,0.9850746268656716
2.149424954787866e-05,0.0015913501964553213,0.999213217938631,0.9924812030075187,0.999805900621118,0.9946140035906643,0.9996064541519087,0.9887640449438202,1.0,0.9850746268656716
7.706698892478406e-06,0.0016718447269721138,1.0,0.9925373134328358,1.0,0.9964093357271095,1.0,0.9925373134328358,1.0,0.9925373134328358
3.610645127438556e-05,0.0018390487511686952,1.0,0.9849624060150376,1.0,0.9910233393177738,1.0,0.9812734082397003,1.0,0.9776119402985075
