Train Loss,Valid Loss,Train precision,Valid precision,Train accuracy,Valid accuracy,Train f1_score,Valid f1_score,Train recall,Valid recall
0.022834234014847635,0.01330366495267707,0.5491803278688525,0.9622641509433962,0.7884316770186336,0.9353680430879713,0.6483870967741936,0.85,0.7913385826771654,0.7611940298507462
0.012326737327836686,0.006221989072738901,0.8062636562272396,0.9407407407407408,0.9167313664596274,0.9730700179533214,0.8376844494892168,0.9442379182156134,0.8716535433070867,0.9477611940298507
0.010174882674325108,0.00649497247697314,0.8554125662376987,0.984375,0.9357531055900621,0.9820466786355476,0.8722500964878426,0.9618320610687023,0.889763779527559,0.9402985074626866
0.008100857788274608,0.004172737440980529,0.8889745566692367,0.9552238805970149,0.9493400621118012,0.9784560143626571,0.8983248928710557,0.9552238805970149,0.9078740157480315,0.9552238805970149
0.008388552208422387,0.005482402697031652,0.8679104477611941,0.968503937007874,0.9448757763975155,0.9730700179533214,0.8911877394636015,0.9425287356321839,0.915748031496063,0.917910447761194
0.006880019969843409,0.004595596450289019,0.899390243902439,0.9154929577464789,0.9569099378881988,0.9712746858168761,0.9140201394268009,0.9420289855072463,0.9291338582677166,0.9701492537313433
0.006501238199760009,0.004411085368312989,0.9380952380952381,0.9921875,0.96777950310559,0.9856373429084381,0.9343873517786562,0.9694656488549618,0.9307086614173228,0.9477611940298507
0.005873530211490405,0.004607794292210944,0.9186492709132771,0.9921875,0.9652562111801242,0.9856373429084381,0.9304314030314808,0.9694656488549618,0.9425196850393701,0.9477611940298507
0.005954119118790269,0.0032719570233802607,0.9313572542901716,0.9555555555555556,0.968167701863354,0.9802513464991023,0.9357366771159875,0.9591078066914498,0.9401574803149606,0.9626865671641791
0.005730361416076815,0.006832142709127395,0.9284046692607004,0.9841269841269841,0.9671972049689441,0.9784560143626571,0.9338551859099804,0.9538461538461539,0.9393700787401574,0.9253731343283582
0.004428337023201036,0.004744607140101105,0.9380260137719969,0.9555555555555556,0.9757375776397516,0.9802513464991023,0.9514939852541715,0.9591078066914498,0.9653543307086614,0.9626865671641791
0.003548264684270733,0.006161353834260998,0.9667721518987342,0.9923076923076923,0.9825310559006211,0.9892280071813285,0.9644830307813733,0.9772727272727273,0.9622047244094488,0.9626865671641791
0.0025952631450211682,0.006272662408742719,0.97562893081761,0.9921875,0.9883540372670807,0.9856373429084381,0.97639653815893,0.9694656488549618,0.9771653543307086,0.9477611940298507
0.0021155573265092265,0.007588741337254316,0.9704968944099379,0.9921875,0.9887422360248447,0.9856373429084381,0.9773260359655981,0.9694656488549618,0.984251968503937,0.9477611940298507
0.0021985137976368056,0.006105000480040331,0.97643362136685,0.9774436090225563,0.9889363354037267,0.9874326750448833,0.9775855289028706,0.9737827715355806,0.978740157480315,0.9701492537313433
0.002348330224125822,0.007957325467474706,0.9810725552050473,0.9923664122137404,0.9902950310559007,0.9910233393177738,0.9802994483845547,0.9811320754716981,0.9795275590551181,0.9701492537313433
0.0022495708990364514,0.01194364975062968,0.9912767644726408,0.9920634920634921,0.9939829192546584,0.9820466786355476,0.9877518767285658,0.9615384615384616,0.984251968503937,0.9328358208955224
0.0017527733908081979,0.011108050490077417,0.9850863422291993,0.9836065573770492,0.9934006211180124,0.9712746858168761,0.9866352201257862,0.9375,0.9881889763779528,0.8955223880597015
0.0020500342739517043,0.009115530222677751,0.9881141045958796,0.9921875,0.9926242236024845,0.9856373429084381,0.9849921011058452,0.9694656488549618,0.9818897637795275,0.9477611940298507
0.0022106326580451294,0.007638199341450391,0.983477576711251,0.9921875,0.9920419254658385,0.9856373429084381,0.9838646202282566,0.9694656488549618,0.984251968503937,0.9477611940298507
0.0014305580323541428,0.007502464923248551,0.992862807295797,0.9629629629629629,0.9947593167701864,0.9838420107719928,0.9893322797313315,0.966542750929368,0.9858267716535433,0.9701492537313433
0.001036562258025048,0.008449450265349176,0.9928909952606635,0.9770992366412213,0.9957298136645962,0.9838420107719928,0.9913249211356467,0.9660377358490566,0.989763779527559,0.9552238805970149
0.0007306688487042803,0.010055068320741958,0.9936858721389108,0.9696969696969697,0.9963121118012422,0.9820466786355476,0.9925108395743003,0.9624060150375939,0.9913385826771653,0.9552238805970149
0.0012275834787471244,0.00899919451697852,0.986697965571205,0.9699248120300752,0.9949534161490683,0.9838420107719928,0.9897959183673469,0.9662921348314607,0.9929133858267717,0.9626865671641791
0.0009291952091826354,0.007083751927913494,0.9889937106918238,0.9772727272727273,0.9949534161490683,0.9856373429084381,0.989771833202203,0.9699248120300752,0.9905511811023622,0.9626865671641791
0.0008427319058874561,0.008811533326827345,0.991345397324941,0.9699248120300752,0.9959239130434783,0.9838420107719928,0.9917355371900827,0.9662921348314607,0.9921259842519685,0.9626865671641791
